name,full_name,publisher,url,level,field,type
JBI,Journal of Biomedical Informatics,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/,C,交叉/综合/新兴,journal
,Medical Image Analysis,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,C,交叉/综合/新兴,journal
TII,IEEE Transactions on Industrial Informatics,IEEE,https://dblp.org/db/journals/tii/index.html,C,交叉/综合/新兴,journal
TCPS,ACM Transactions on Cyber-Physical Systems,ACM,https://dblp.org/db/journals/tcps/index.html,C,交叉/综合/新兴,journal
TOCE,ACM Transactions on Computing Education,ACM,https://dblp.org/db/journals/jeric/index.html,C,交叉/综合/新兴,journal
FITEE,Frontiers of Information Technology & Electronic Engineering,Springer,https://dblp.org/db/journals/jzusc/index.html,C,交叉/综合/新兴,journal
TCSS,IEEE Transactions on Computational Social Systems,IEEE,https://dblp.org/db/journals/tcss/index.html,C,交叉/综合/新兴,journal
,IEEE Transactions on Reliability,IEEE,https://dblp.org/db/journals/tr/index.html,C,交叉/综合/新兴,journal
WWW,International World Wide Web Conference,ACM,http://dblp.uni-trier.de/db/conf/www/,A,交叉/综合/新兴,conference
RTSS,IEEE Real-Time Systems Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,A,交叉/综合/新兴,conference
WINE,Conference on Web and Internet Economics,Springer,https://dblp.org/db/conf/wine/index.html,A,交叉/综合/新兴,conference
CogSci,Annual Meeting of the Cognitive Science Society,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html,B,交叉/综合/新兴,conference
BIBM,IEEE International Conference on Bioinformatics and Biomedicine,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,B,交叉/综合/新兴,conference
EMSOFT,International Conference on Embedded Software,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,B,交叉/综合/新兴,conference
ISMB,International conference on Intelligent Systems for Molecular Biology,Oxford Journals,https://dblp.org/db/conf/ismb/index.html,B,交叉/综合/新兴,conference
RECOMB,Annual International Conference on Research inComputational Molecular Biology,Springer,http://dblp.uni-trier.de/db/conf/recomb/,B,交叉/综合/新兴,conference
MICCAI,International Conference on Medical Image Computing and Computer-Assisted Intervention,Springer,https://dblp.org/db/conf/miccai/index.html,B,交叉/综合/新兴,conference
AMIA,American Medical Informatics Association Annual Symposium,AMIA,http://dblp.uni-trier.de/db/conf/amia/,C,交叉/综合/新兴,conference
APBC,Asia Pacific Bioinformatics Conference,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,C,交叉/综合/新兴,conference
IEEE BigData,IEEE International Conference on Big Data,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,C,交叉/综合/新兴,conference
IEEE CLOUD,IEEE International Conference on Cloud Computing,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,C,交叉/综合/新兴,conference
SMC,"IEEE International Conference on Systems, Man, and Cybernetics",IEEE,https://dblp.uni-trier.de/db/conf/smc/,C,交叉/综合/新兴,conference
COSIT,International Conference on Spatial Information Theory,ACM,http://dblp.uni-trier.de/db/conf/cosit/,C,交叉/综合/新兴,conference
ISBRA,International Symposium on Bioinformatics Research and Applications,Springer,https://dblp.uni-trier.de/db/conf/isbra/,C,交叉/综合/新兴,conference
SAGT,International Symposium on Algorithmic Game Theory,Springer,https://dblp.org/db/conf/sagt/index.html,C,交叉/综合/新兴,conference
SIGSPATIAL,ACM Special Interest Group on Spatial Information,ACM,https://dblp.org/db/journals/sigspatial/index.html,C,交叉/综合/新兴,conference
ICIC,International Conference on Intelligent Computing,Springer-Nature,https://dblp.org/db/conf/icic/index.html,C,交叉/综合/新兴,conference
